gene_symbol	cytobandID
ENSG00000269600	q13.43
FAM110C	p25.3
ENSG00000227061	p25.3
SH3YL1	p25.3
ACP1	p25.3
ALKAL2	p25.3
ENSG00000228643	p25.3
ENSG00000235779	p25.3
ENSG00000277997	p25.3
LINC01865	p25.3
LINC01874	p25.3
ENSG00000284452	p25.3
LINC01875	p25.3
ENSG00000233633	p25.3
TMEM18	p25.3
TMEM18-DT	p25.3
ENSG00000280360	p25.3
ENSG00000233970	p25.3
ENSG00000227713	p25.3
LINC01115	p25.3
ENSG00000223751	p25.3
ENSG00000231173	p25.3
LINC01939	p25.3
ENSG00000234796	p25.3
SNTG2-AS1	p25.3
SNTG2	p25.3
ENSG00000235403	p25.3
ENSG00000236665	p25.3
ENSG00000233553	p25.3
ENSG00000231482	p25.3
TPO	p25.3
ENSG00000228613	p25.3
ENSG00000283766	p25.3
ENSG00000203635	p25.3
PXDN	p25.3
MYT1L	p25.3
ENSG00000284600	p25.3
ENSG00000232057	p25.3
MYT1L-AS1	p25.3
ENSG00000289941	p25.3
ENSG00000290112	p25.3
ENSG00000234929	p25.3
ENSG00000289608	p25.3
ENSG00000287583	p25.3
ENSG00000237720	p25.3
ENSG00000227364	p25.3
ENSG00000288786	p25.3
ENSG00000228391	p25.3
LINC01250	p25.3
ENSG00000236760	p25.3
ENSG00000226649	p25.3
EIPR1	p25.3
EIPR1-IT1	p25.3
TRAPPC12	p25.3
TRAPPC12-AS1	p25.3
ENSG00000271868	p25.3
ADI1	p25.3
ENSG00000235078	p25.3
ENSG00000242282	p25.3
ENSG00000286905	p25.3
RNASEH1	p25.3
RNASEH1-DT	p25.3
ENSG00000287126	p25.3
RPS7	p25.3
COLEC11	p25.3
ENSG00000237370	p25.3
TMSB4XP2	p25.3
ENSG00000289136	p25.3
ALLC	p25.3
GAPDHP48	p25.3
ENSG00000224661	p25.3
DCDC2C	p25.3
LINC01304	p25.3
ENSG00000229550	p25.3
NPM1P48	p25.2
LINC01249	p25.2
ENSG00000252238	p25.2
RNU6-649P	p25.2
ENSG00000289300	p25.2
ENSG00000228585	p25.2
ENSG00000232835	p25.2
LINC01248	p25.2
ENSG00000230090	p25.2
SOX11	p25.2
ENSG00000242540	p25.2
ENSG00000236106	p25.2
LINC01810	p25.2
SILC1	p25.2
MIR7158	p25.2
ENSG00000234275	p25.2
LINC01247	p25.2
LINC01824	p25.2
PIK3CDP1	p25.2
MIR7515HG	p25.2
ENSG00000286851	p25.2
MIR7515	p25.2
LINC00487	p25.2
NRIR	p25.2
CMPK2	p25.2
RSAD2	p25.2
ENSG00000271947	p25.1
GRASLND	p25.1
RNF144A	p25.1
ENSG00000223884	p25.1
RN7SKP112	p25.1
LINC02973	p25.1
ENSG00000213774	p25.1
ENSG00000229727	p25.1
RNU6ATAC37P	p25.1
ENSG00000287119	p25.1
ENSG00000230515	p25.1
LINC01871	p25.1
ENSG00000232979	p25.1
ENSG00000229405	p25.1
ENSG00000290050	p25.1
ENSG00000290092	p25.1
ENSG00000226506	p25.1
LINC00298	p25.1
ENSG00000286857	p25.1
LINC00299	p25.1
ENSG00000229740	p25.1
ENSG00000289191	p25.1
LINC01814	p25.1
ENSG00000285591	p25.1
ENSG00000231083	p25.1
SNRPEP5	p25.1
ID2-AS1	p25.1
ID2	p25.1
KIDINS220	p25.1
MBOAT2	p25.1
ENSG00000290023	p25.1
HMGB1P25	p25.1
RPL30P3	p25.1
ENSG00000242136	p25.1
ENSG00000261104	p25.1
ENSG00000244310	p25.1
ENSG00000240980	p25.1
ASAP2	p25.1
EIF1P7	p25.1
ITGB1BP1	p25.1
CPSF3	p25.1
IAH1	p25.1
ADAM17	p25.1
ENSG00000239300	p25.1
ENSG00000271855	p25.1
YWHAQ	p25.1
ENSG00000240687	p25.1
ENSG00000244260	p25.1
RNU4-73P	p25.1
ENSG00000240960	p25.1
ENSG00000243491	p25.1
TAF1B	p25.1
ENSG00000269973	p25.1
ENSG00000287305	p25.1
GRHL1	p25.1
ENSG00000289033	p25.1
ENSG00000188525	p25.1
ENSG00000260476	p25.1
ENSG00000260077	p25.1
KLF11	p25.1
ENSG00000271787	p25.1
CYS1	p25.1
ENSG00000233502	p25.1
ENSG00000212558	p25.1
RRM2	p25.1
ENSG00000206647	p25.1
MIR4261	p25.1
RN7SL66P	p25.1
ENSG00000285872	p25.1
ENSG00000206898	p25.1
HPCAL1	p25.1
ODC1	p25.1
SNORA80B	p25.1
ODC1-DT	p25.1
NOL10	p25.1
ENSG00000234818	p25.1
RN7SL832P	p25.1
ENSG00000236162	p25.1
ATP6V1C2	p25.1
RNU7-138P	p25.1
ENSG00000272275	p25.1
PDIA6	p25.1
RNU7-176P	p25.1
LINC01954	p25.1
ENSG00000232056	p25.1
ENSG00000270488	p25.1
KCNF1	p25.1
RPL6P4	p25.1
ENSG00000145063	p25.1
C2orf50	p25.1
SLC66A3	p25.1
ROCK2	p25.1
RNU6-1081P	p25.1
AIDAP1	p25.1
PPIAP60	p25.1
LINC03037	p25.1
LINC00570	p25.1
ENSG00000231403	p25.1
ENSG00000285569	p25.1
E2F6	p25.1
GREB1	p25.1
RNA5SP84	p25.1
MIR4429	p25.1
RNU2-13P	p25.1
RN7SL674P	p25.1
NTSR2	p25.1
CDK8P1	p25.1
ENSG00000276411	p25.1
LPIN1	p25.1
ENSG00000228496	p25.1
ENSG00000203643	p25.1
ENSG00000230790	p25.1
MIR548S	p25.1
MIR3681HG	p25.1
MIR4262	p25.1
ENSG00000289856	p24.3
MIR3681	p24.3
ENSG00000290030	p24.3
RNU6-843P	p24.3
ENSG00000223360	p24.3
ENSG00000286427	p24.3
ENSG00000261117	p24.3
TRIB2	p24.3
MIR3125	p24.3
ENSG00000225649	p24.3
ENSG00000285876	p24.3
ENSG00000229370	p24.3
LINC00276	p24.3
ENSG00000227718	p24.3
RNU6-1288P	p24.3
ENSG00000228505	p24.3
LRATD1	p24.3
ENSG00000287291	p24.3
ENSG00000235127	p24.3
NBAS	p24.3
RPS26P18	p24.3
ENSG00000234022	p24.3
DDX1	p24.3
ENSG00000224194	p24.3
LINC01804	p24.3
ENSG00000237326	p24.3
RNU5E-7P	p24.3
RPLP1P5	p24.3
ENSG00000238371	p24.3
MYCNOS	p24.3
MYCNUT	p24.3
MYCN	p24.3
RN7SL104P	p24.3
ENSG00000226764	p24.3
GACAT3	p24.3
ENSG00000236989	p24.3
ENSG00000271315	p24.3
ENSG00000251704	p24.3
ENSG00000226041	p24.3
ENSG00000228876	p24.3
ENSG00000231266	p24.3
ENSG00000285354	p24.3
ENSG00000232444	p24.3
ENSG00000224400	p24.3
ENSG00000289364	p24.3
ENSG00000237633	p24.2
ENSG00000279663	p24.2
CYRIA	p24.2
ENSG00000223536	p24.2
ENSG00000224604	p24.2
LINC01866	p24.2
RN7SKP168	p24.2
ZFYVE9P2	p24.2
PSMC1P10	p24.2
RAD51AP2	p24.2
VSNL1	p24.2
SMC6	p24.2
GEN1	p24.2
MSGN1	p24.2
KCNS3	p24.2
ENSG00000212455	p24.2
ENSG00000287881	p24.2
ENSG00000287849	p24.2
ENSG00000260331	p24.2
RDH14	p24.2
NT5C1B-RDH14	p24.2
NT5C1B	p24.2
RNU6-1215P	p24.2
ENSG00000224626	p24.2
ENSG00000287284	p24.2
LINC01376	p24.1
MIR4757	p24.1
OSR1	p24.1
ENSG00000234597	p24.1
LINC01808	p24.1
ENSG00000235911	p24.1
CISD1P1	p24.1
LINC00954	p24.1
TTC32	p24.1
TTC32-DT	p24.1
WDR35	p24.1
WDR35-DT	p24.1
MATN3	p24.1
LAPTM4A	p24.1
LAPTM4A-DT	p24.1
ENSG00000234378	p24.1
RPS16P2	p24.1
RN7SL140P	p24.1
RNU6-961P	p24.1
SDC1	p24.1
DRG1P1	p24.1
RNU7-113P	p24.1
PUM2	p24.1
SLC7A15P	p24.1
RNA5SP86	p24.1
ENSG00000290108	p24.1
RHOB	p24.1
ENSG00000228950	p24.1
ENSG00000227047	p24.1
NDUFAF2P1	p24.1
HS1BP3	p24.1
ENSG00000269976	p24.1
HS1BP3-IT1	p24.1
RPS25P3	p24.1
GDF7	p24.1
ENSG00000270100	p24.1
LDAH	p24.1
LINC02850	p24.1
ENSG00000261012	p24.1
APOB	p24.1
ENSG00000280390	p24.1
ENSG00000287956	p24.1
TDRD15	p24.1
ENSG00000271629	p24.1
ENSG00000233005	p24.1
ENSG00000231204	p24.1
NUTF2P8	p24.1
ENSG00000235537	p24.1
ENSG00000228538	p24.1
LINC01822	p24.1
RN7SL117P	p24.1
LINC01830	p24.1
ENSG00000223691	p24.1
ENSG00000234189	p24.1
RNA5SP87	p24.1
LINC03116	p24.1
LINC01884	p24.1
RN7SKP27	p24.1
ENSG00000232451	p24.1
ENSG00000223530	p24.1
ENSG00000233714	p24.1
ENSG00000223634	p24.1
LINC02923	p24.1
KLHL29	p24.1
ENSG00000224361	p24.1
ENSG00000279526	p24.1
ENSG00000283031	p24.1
ATAD2B	p24.1
PGAM1P6	p23.3
RPS13P4	p23.3
UBXN2A	p23.3
SDHCP3	p23.3
RN7SL610P	p23.3
MFSD2B	p23.3
WDCP	p23.3
RNU6-370P	p23.3
FKBP1B	p23.3
SF3B6	p23.3
FAM228B	p23.3
TP53I3	p23.3
PFN4	p23.3
ENSG00000276087	p23.3
ENSG00000232642	p23.3
FAM228A	p23.3
ENSG00000223754	p23.3
ITSN2	p23.3
ENSG00000242628	p23.3
ENSG00000251805	p23.3
HMGN2P20	p23.3
RPL36AP13	p23.3
ENSG00000286829	p23.3
NCOA1	p23.3
RNA5SP88	p23.3
RNU6-936P	p23.3
PTRHD1	p23.3
CENPO	p23.3
ADCY3	p23.3
ENSG00000271936	p23.3
DNAJC27	p23.3
RPS13P5	p23.3
SNORD14	p23.3
DNAJC27-AS1	p23.3
ENSG00000286645	p23.3
EFR3B	p23.3
RN7SL856P	p23.3
SUCLA2P3	p23.3
POMC	p23.3
LINC01381	p23.3
DNMT3A	p23.3
MIR1301	p23.3
ENSG00000289567	p23.3
ARNILA	p23.3
DTNB	p23.3
DTNB-AS1	p23.3
ASXL2	p23.3
TPM3P7	p23.3
PTGES3P2	p23.3
ENSG00000218682	p23.3
NDUFB4P4	p23.3
KIF3C	p23.3
UQCRHP2	p23.3
TRMT112P6	p23.3
RAB10	p23.3
RNU6-942P	p23.3
RPS2P15	p23.3
EMP2P1	p23.3
SMARCE1P6	p23.3
ENSG00000227133	p23.3
PPIL1P1	p23.3
GAREM2	p23.3
HADHA	p23.3
HADHB	p23.3
ENSG00000286707	p23.3
ADGRF3	p23.3
SELENOI	p23.3
DRC1	p23.3
OTOF	p23.3
CIMIP2C	p23.3
CIB4	p23.3
ENSG00000225378	p23.3
RPL37P11	p23.3
KCNK3	p23.3
SLC35F6	p23.3
CENPA	p23.3
CDKN2AIPNLP2	p23.3
DPYSL5	p23.3
ENSG00000230286	p23.3
MAPRE3	p23.3
MAPRE3-AS1	p23.3
TMEM214	p23.3
AGBL5	p23.3
AGBL5-AS1	p23.3
ENSG00000272056	p23.3
AGBL5-IT1	p23.3
ENSG00000272148	p23.3
OST4	p23.3
EMILIN1	p23.3
KHK	p23.3
CGREF1	p23.3
ABHD1	p23.3
PREB	p23.3
PRR30	p23.3
TCF23	p23.3
ENSG00000236099	p23.3
SLC5A6	p23.3
ATRAID	p23.3
CAD	p23.3
SLC30A3	p23.3
DNAJC5G	p23.3
TRIM54	p23.3
UCN	p23.3
MPV17	p23.3
GTF3C2	p23.3
GTF3C2-AS1	p23.3
GTF3C2-AS2	p23.3
EIF2B4	p23.3
SNX17	p23.3
ZNF513	p23.3
PPM1G	p23.3
FTH1P3	p23.3
NRBP1	p23.3
KRTCAP3	p23.3
IFT172	p23.3
ENSG00000235267	p23.3
RNU6-986P	p23.3
FNDC4	p23.3
GCKR	p23.3
SPATA31H1	p23.3
ZNF512	p23.3
ENSG00000259080	p23.3
CCDC121	p23.3
GPN1	p23.3
ENSG00000206731	p23.3
SUPT7L	p23.3
SLC4A1AP	p23.3
LINC01460	p23.2
ENSG00000289326	p23.2
MRPL33	p23.2
RBKS	p23.2
BABAM2	p23.2
MYG1P1	p23.2
MIR4263	p23.2
FAM133EP	p23.2
ENSG00000277035	p23.2
ENSG00000223522	p23.2
RPL23AP34	p23.2
FOSL2-AS1	p23.2
FOSL2	p23.2
ENSG00000270640	p23.2
ENSG00000270210	p23.2
ENSG00000227938	p23.2
PLB1	p23.2
SNRPGP7	p23.2
ENSG00000230730	p23.2
RNA5SP89	p23.2
PPP1CB-DT	p23.2
PPP1CB	p23.2
SPDYA	p23.2
ENSG00000273233	p23.2
TRMT61B	p23.2
WDR43	p23.2
SNORD92	p23.2
SNORD53	p23.2
SNORD53B	p23.2
TOGARAM2	p23.2
PCARE	p23.2
ENSG00000229224	p23.2
CLIP4	p23.2
ALK	p23.2
ENSG00000286963	p23.2
RN7SL516P	p23.2
ENSG00000288553	p23.1
ENSG00000230737	p23.1
ENSG00000197644	p23.1
ENSG00000233862	p23.1
ENSG00000225943	p23.1
YPEL5	p23.1
SNORA10B	p23.1
H3P5	p23.1
LBH	p23.1
ENSG00000287658	p23.1
LINC01936	p23.1
ENSG00000280154	p23.1
LCLAT1	p23.1
ENSG00000278908	p23.1
CAPN13	p23.1
ENSG00000230118	p23.1
ENSG00000285984	p23.1
GALNT14	p23.1
ENSG00000234579	p23.1
CAPN14	p23.1
RNA5SP90	p23.1
EHD3	p23.1
RPL21P70	p23.1
XDH	p23.1
SRD5A2	p23.1
ENSG00000228563	p23.1
ENSG00000270422	p23.1
KRT18P52	p22.3
AK2P2	p22.3
ENSG00000273165	p22.3
MEMO1	p22.3
DPY30	p22.3
ENSG00000271228	p22.3
ENSG00000288937	p22.3
SPAST	p22.3
SLC30A6-DT	p22.3
SLC30A6	p22.3
DDX50P1	p22.3
RNU6-647P	p22.3
NLRC4	p22.3
ENSG00000289727	p22.3
YIPF4	p22.3
ENSG00000272754	p22.3
BIRC6	p22.3
BIRC6-AS1	p22.3
ENSG00000276334	p22.3
ENSG00000276517	p22.3
MIR558	p22.3
ENSG00000274159	p22.3
BIRC6-AS2	p22.3
ENSG00000279544	p22.3
TTC27	p22.3
MIR4765	p22.3
LINC00486	p22.3
ENSG00000236854	p22.3
LTBP1	p22.3
H2ACP2	p22.3
ENSG00000285577	p22.3
RNA5SP91	p22.3
RNA5SP92	p22.3
MIR4430	p22.3
RASGRP3	p22.3
FAM98A	p22.3
ENSG00000286415	p22.3
ATP6V0E1P3	p22.3
HNRNPA1P61	p22.3
LINC01320	p22.3
MYADML	p22.3
SLC25A5P2	p22.3
LINC01318	p22.3
ENSG00000285754	p22.3
ENSG00000272027	p22.3
ENSG00000232153	p22.3
ENSG00000226994	p22.3
RN7SL602P	p22.3
ENSG00000237320	p22.3
SMIM7P1	p22.3
ENSG00000288535	p22.3
MIR548AD	p22.3
RNU6-1117P	p22.3
ENSG00000229013	p22.3
MRPL50P1	p22.3
RPL21P36	p22.3
CRIM1-DT	p22.2
CRIM1	p22.2
ENSG00000273090	p22.2
FEZ2	p22.2
RACK1P2	p22.2
VIT	p22.2
STRN	p22.2
ENSG00000279519	p22.2
RNU6-577P	p22.2
HEATR5B	p22.2
GPATCH11	p22.2
EIF2AK2	p22.2
ARL14EPP1	p22.2
SULT6B1	p22.2
RPL31P16	p22.2
CEBPZOS	p22.2
CEBPZ	p22.2
ENSG00000272054	p22.2
NDUFAF7	p22.2
PRKD3	p22.2
PRKD3-DT	p22.2
RNU6-939P	p22.2
ENSG00000285925	p22.2
QPCT	p22.2
RNU6-1116P	p22.2
ENSG00000287316	p22.2
LINC03063	p22.2
CDC42EP3-AS1	p22.2
ENSG00000290100	p22.2
CDC42EP3	p22.2
ENSG00000236572	p22.2
ENSG00000225402	p22.2
PIRAT1	p22.2
RMDN2	p22.2
RMDN2-AS1	p22.2
CYP1B1	p22.2
CYP1B1-AS1	p22.2
ENSG00000280276	p22.2
ENSG00000229160	p22.2
RNU6-951P	p22.2
ENSG00000273006	p22.2
ENSG00000227292	p22.2
RPL7P12	p22.2
GAPDHP25	p22.2
ATL2	p22.1
ENSG00000288994	p22.1
LINC02613	p22.1
ENSG00000287313	p22.1
LINC01883	p22.1
RPLP0P6	p22.1
ENSG00000271443	p22.1
ENSG00000293078	p22.1
HNRNPLL	p22.1
ENSG00000235586	p22.1
GALM	p22.1
ENSG00000232518	p22.1
SRSF7	p22.1
GEMIN6	p22.1
TTC39DP	p22.1
NPLP1	p22.1
DHX57	p22.1
ASS1P2	p22.1
ENSG00000225284	p22.1
MORN2	p22.1
RNU6-851P	p22.1
ARHGEF33	p22.1
RN7SL96P	p22.1
ENSG00000269210	p22.1
SOS1	p22.1
SOS1-IT1	p22.1
RNU6-198P	p22.1
HSPE1P13	p22.1
CDKL4	p22.1
MAP4K3	p22.1
ENSG00000252473	p22.1
ENSG00000273035	p22.1
MAP4K3-DT	p22.1
ENSG00000289003	p22.1
TMEM178A	p22.1
THUMPD2	p22.1
SLC8A1-AS1	p22.1
ENSG00000235653	p22.1
SLC8A1	p22.1
ENSG00000289013	p22.1
ENSG00000288992	p22.1
ENSG00000287255	p22.1
ENSG00000285898	p22.1
ENSG00000287468	p22.1
LINC01794	p22.1
ENSG00000293085	p22.1
HNRNPA1P57	p22.1
ENSG00000287145	p21
LDHAP3	p21
RPS12P4	p21
LINC01913	p21
RNU4-63P	p21
LINC01914	p21
LINC02898	p21
ENSG00000226398	p21
PKDCC	p21
EML4-AS1	p21
EML4	p21
COX7A2L	p21
ENSG00000221300	p21
KCNG3	p21
VDAC1P13	p21
RPS13P3	p21
MTA3	p21
ENSG00000215263	p21
ENSG00000226523	p21
RNU6-137P	p21
OXER1	p21
HAAO	p21
ENSG00000288886	p21
ENSG00000289082	p21
FTOP1	p21
CHORDC1P1	p21
LINC01819	p21
ENSG00000233978	p21
RNU6-242P	p21
LINC02580	p21
ENSG00000286796	p21
ENSG00000287387	p21
ZFP36L2	p21
LINC01126	p21
ENSG00000234936	p21
THADA	p21
RNU6-958P	p21
RN7SL531P	p21
PLEKHH2	p21
C1GALT1C1L	p21
ENSG00000229695	p21
RN7SKP66	p21
DYNC2LI1	p21
ABCG5	p21
ABCG8	p21
LRPPRC	p21
RNU6-1048P	p21
RN7SL455P	p21
ENSG00000288707	p21
ENSG00000219391	p21
RNU6-566P	p21
PDSS1P2	p21
PPM1B-DT	p21
PPM1B	p21
ENSG00000285542	p21
ENSG00000289272	p21
RPL12P19	p21
SLC3A1	p21
PREPL	p21
CAMKMT	p21
LINC01833	p21
ENSG00000278957	p21
ENSG00000274520	p21
ENSG00000277311	p21
ENSG00000276229	p21
ENSG00000277809	p21
ENSG00000276048	p21
ENSG00000274547	p21
ENSG00000276670	p21
SIX3-AS1	p21
SIX3	p21
ENSG00000225156	p21
KRTCAP2P1	p21
SIX2	p21
ENSG00000231156	p21
LINC01121	p21
ENSG00000231054	p21
ENSG00000286728	p21
ENSG00000286519	p21
SRBD1	p21
RN7SL414P	p21
PRKCE	p21
PRKCE-AS1	p21
RPL26P15	p21
ENSG00000232696	p21
ENSG00000231336	p21
RPL36AP14	p21
EPAS1	p21
LINC01820	p21
LINC02583	p21
ENSG00000284608	p21
ENSG00000253515	p21
RN7SL817P	p21
TMEM247	p21
ATP6V1E2	p21
RHOQ	p21
RHOQ-AS1	p21
PIGF	p21
CRIPT	p21
ENSG00000279254	p21
LINC01118	p21
SOCS5	p21
LINC01119	p21
ENSG00000226548	p21
ENSG00000228925	p21
MCFD2	p21
TTC7A	p21
ENSG00000272814	p21
ENSG00000233845	p21
STPG4	p21
ENSG00000273269	p21
ENSG00000225187	p21
CALM2	p21
EPCAM-DT	p21
ENSG00000226087	p21
BCYRN1	p21
EPCAM	p21
RN7SKP119	p21
MIR559	p21
MSH2	p21
KCNK12	p16.3
MSH2-OT1	p16.3
ENSG00000230979	p16.3
MSH6	p16.3
NME2P2	p16.3
RBISP5	p16.3
FBXO11	p16.3
RPL36AP15	p16.3
RPS27AP7	p16.3
ENSG00000233230	p16.3
ENSG00000230773	p16.3
PPIAP62	p16.3
VN1R18P	p16.3
RN7SKP224	p16.3
FOXN2	p16.3
RNU4-49P	p16.3
PPP1R21-DT	p16.3
PPP1R21	p16.3
RNU6-282P	p16.3
STON1	p16.3
STON1-GTF2A1L	p16.3
GTF2A1L	p16.3
ENSG00000279956	p16.3
TPT1P11	p16.3
LHCGR	p16.3
ELOBP3	p16.3
ENSG00000282890	p16.3
CTBP2P5	p16.3
FSHR	p16.3
MIR548BA	p16.3
ENSG00000282998	p16.3
RNU6-439P	p16.3
ENSG00000282828	p16.3
RPL7P13	p16.3
NRXN1	p16.3
ENSG00000285548	p16.3
MTCO1P42	p16.3
ENSG00000283058	p16.3
MIR8485	p16.3
ENSG00000238165	p16.3
ENSG00000286412	p16.3
NRXN1-DT	p16.3
ENSG00000287867	p16.3
KNOP1P3	p16.3
CRYGGP	p16.3
ENSG00000230840	p16.3
CCDC12P1	p16.3
ENSG00000287344	p16.3
ZNF863P	p16.3
LINC01867	p16.3
GGCTP3	p16.3
ENSG00000236837	p16.3
CRTC1P1	p16.3
FTH1P6	p16.2
MIR4431	p16.2
ENSG00000228033	p16.2
ENSG00000232604	p16.2
ENSG00000232668	p16.2
ENSG00000251942	p16.2
ENSG00000223897	p16.2
ASB3	p16.2
RNU6-997P	p16.2
CHAC2	p16.2
ERLEC1	p16.2
MIR3682	p16.2
GPR75	p16.2
PSME4	p16.2
ACYP2	p16.2
RPL21P30	p16.2
HMGB1P31	p16.2
ENSG00000241114	p16.2
ENSG00000272156	p16.2
ENSG00000289065	p16.2
RNU7-172P	p16.2
TSPYL6	p16.2
C2orf73	p16.2
SPTBN1	p16.2
SPTBN1-AS1	p16.2
RPL23AP32	p16.2
ENSG00000234943	p16.2
ENSG00000289627	p16.2
SPTBN1-AS2	p16.2
EML6	p16.1
EML6-AS1	p16.1
ENSG00000285519	p16.1
RNU7-81P	p16.1
RTN4	p16.1
RNU6-433P	p16.1
ENSG00000290071	p16.1
CLHC1	p16.1
ENSG00000203327	p16.1
CDPF1P1	p16.1
RPS27A	p16.1
ENSG00000289606	p16.1
MTIF2	p16.1
PRORSD1P	p16.1
ENSG00000240401	p16.1
CCDC88A	p16.1
BTF3P5	p16.1
RNU6-775P	p16.1
RNU6-221P	p16.1
RNU6-634P	p16.1
CFAP36	p16.1
PPP4R3B	p16.1
ENSG00000212175	p16.1
PPP4R3B-DT	p16.1
PNPT1	p16.1
EFEMP1	p16.1
RN7SKP208	p16.1
ENSG00000272180	p16.1
MIR217HG	p16.1
MIR217	p16.1
MIR216A	p16.1
MIR216B	p16.1
LINC01813	p16.1
ENSG00000271894	p16.1
ENSG00000233251	p16.1
CCDC85A	p16.1
RNA5SP93	p16.1
PPIAP63	p16.1
EIF2S2P7	p16.1
ENSG00000285755	p16.1
ENSG00000270569	p16.1
ENSG00000212168	p16.1
ENSG00000293318	p16.1
ACTG1P22	p16.1
VRK2	p16.1
ENSG00000287875	p16.1
FANCL	p16.1
ENSG00000273063	p16.1
EIF3FP3	p16.1
LINC01795	p16.1
LINC01122	p16.1
ENSG00000289529	p16.1
ENSG00000231043	p16.1
ENSG00000285673	p16.1
LINC01793	p16.1
ENSG00000271955	p16.1
ENSG00000233891	p16.1
ENSG00000231815	p16.1
ENSG00000270447	p16.1
RNU6-508P	p16.1
RNA5SP94	p16.1
ENSG00000286604	p16.1
ENSG00000285611	p16.1
MIR4432HG	p16.1
ENSG00000287640	p16.1
RNU1-32P	p16.1
MIR4432	p16.1
BCL11A	p16.1
ENSG00000233953	p16.1
RN7SL361P	p16.1
IFITM3P9	p16.1
RPL26P13	p16.1
RNU6-612P	p16.1
ATP1B3P1	p16.1
PAPOLG	p16.1
REL-DT	p16.1
RN7SL632P	p16.1
RPL21P33	p16.1
REL	p16.1
RNU4-51P	p16.1
ENSG00000267520	p16.1
NONOP2	p16.1
RPS12P3	p16.1
RNA5SP95	p16.1
PUS10	p15
PEX13	p15
SANBR	p15
ENSG00000274769	p15
C2orf74-DT	p15
C2orf74	p15
C2orf74-AS1	p15
AHSA2P	p15
USP34	p15
ENSG00000273302	p15
BNIP3P45	p15
ENSG00000234624	p15
SNORA70B	p15
USP34-DT	p15
XPO1	p15
ENSG00000285857	p15
ENSG00000271243	p15
RPS29P10	p15
RNU6-1145P	p15
ENSG00000213486	p15
ENSG00000289410	p15
ENSG00000289855	p15
RPS24P7	p15
ENSG00000229831	p15
FAM161A	p15
ENSG00000289247	p15
RPL31P30	p15
ENSG00000277498	p15
CCT4	p15
ENSG00000236498	p15
ENSG00000286360	p15
COMMD1	p15
ENSG00000229839	p15
RPSAP26	p15
ENSG00000271657	p15
B3GNT2	p15
MIR5192	p15
RN7SL51P	p15
ENSG00000228541	p15
ENSG00000270335	p15
RN7SL18P	p15
TMEM17	p15
RPL37P13	p15
RPL21P37	p15
ENSG00000226622	p15
PSAT1P2	p15
RSL24D1P2	p15
EHBP1	p15
ENSG00000286524	p15
ENSG00000226605	p15
RPS20P9	p15
EHBP1-AS1	p15
OTX1	p15
ENSG00000270437	p15
ENSG00000286480	p15
RPL27P5	p15
DBIL5P2	p15
WDPCP	p15
MTFR2P1	p15
ENSG00000279485	p15
MDH1	p15
PRELID1P6	p15
ENSG00000293170	p15
RPS4XP5	p15
RPL27P6	p15
CSP1	p15
HNRNPA1P66	p15
ENSG00000289943	p15
UGP2	p15
ENSG00000251775	p15
ENSG00000228079	p14
PELI1	p14
ENSG00000225889	p14
LINC00309	p14
ENSG00000270354	p14
ENSG00000288932	p14
ENSG00000290118	p14
ENSG00000238012	p14
ENSG00000289176	p14
ENSG00000238201	p14
MIR4433B	p14
MIR4433A	p14
RPL23AP37	p14
LGALSL-DT	p14
ENSG00000237217	p14
LGALSL	p14
LINC01805	p14
AFTPH-DT	p14
AFTPH	p14
MIR4434	p14
RNU6-100P	p14
LINC02579	p14
SERTAD2	p14
ENSG00000226756	p14
RPS10P9	p14
ENSG00000288986	p14
RN7SL341P	p14
ENSG00000287123	p14
LINC01800	p14
LINC02245	p14
RN7SL211P	p14
RPL11P1	p14
SLC1A4	p14
RNU6-548P	p14
LINC02576	p14
CEP68	p14
RAB1A	p14
ENSG00000293332	p14
ENSG00000273763	p14
VDAC2P5	p14
ACTR2	p14
SPRED2	p14
ENSG00000232693	p14
LINC02934	p14
ENSG00000234255	p14
DNAJB12P1	p14
RPS15AP15	p14
RN7SL635P	p14
VTRNA2-2P	p14
LINC03050	p14
ENSG00000281920	p14
KRT18P33	p14
ENSG00000280257	p14
ENSG00000227293	p14
ENSG00000225815	p14
MIR4778	p14
LINC01873	p14
MEIS1-AS3	p14
MEIS1	p14
MEIS1-AS2	p14
LINC01798	p14
LINC01797	p14
DNMT3AP1	p14
ENSG00000230355	p14
LINC01628	p14
ENSG00000223859	p14
LINC01828	p14
LINC01829	p14
ENSG00000236605	p14
ENSG00000289533	p14
ETAA1	p14
LINC02831	p14
ENSG00000235495	p14
ENSG00000286002	p14
LINC01812	p14
FBXL12P1	p14
C1D	p14
ENSG00000284932	p14
DNAAF10	p14
PPIAP64	p14
ENSG00000273398	p14
PNO1	p14
PPP3R1	p14
ENSG00000273275	p14
ENSG00000289156	p14
ENSG00000273064	p14
CNRIP1	p14
ENSG00000203395	p14
PLEK	p14
WDR4P2	p13.3
FBXO48	p13.3
APLF	p13.3
ENSG00000214525	p13.3
PROKR1	p13.3
ARHGAP25	p13.3
LINC01890	p13.3
LINC01888	p13.3
BMP10	p13.3
GKN3P	p13.3
GKN2	p13.3
GKN1	p13.3
ANTXR1	p13.3
ENSG00000286347	p13.3
MIR3126	p13.3
RNA5SP96	p13.3
RNU6-1216P	p13.3
